category,rating,label,text,word_count,excl_count
Pet_Supplies_5,4,OR,"I have seven cats, no dogs. I sometimes get these purebites that are marketed to dogs because the bags are so much bigger. The pieces in the ""dog"" ones are bigger & sometimes harder than the ones for cats. I do  have to break up the big pieces and eliminate the really hard ones, but it is such a good value that it seems worth the extra work.

edit 4/8/16- when I got towards the bottom of the bag some of the pieces were VERY hard and not usable for cats. Probably just fine for most dogs since they love chewing on even harder things like bones... but I think I will stick to the cat version for my cats in the future.",123,0
Books_5,5,CG,"Skeletons at the Feast is a book I want to read again. This is a book that is a keeper. The people, the places, the words, the stories, the stories of the people and the people of the land are one thing. But it is also a book that is a great read. I will be reading the next one in the series. I love this book. I can't wait to read the next one. I loved this book. It was very well written and I was so excited to get to the end. I just couldn't get into it and am glad I did. I love the way the author takes the time to explain the book and the characters, the stories and the twists and turns. I also like the way the author describes the people, the language, the people of the book. I especially loved the way she describes the people of the book. It was very easy to relate to as a reader. I also liked the way the author describes the characters and the scenes. I am always interested in this author and this book is a keeper. I would have liked this book more if it had more of a mystery element to it. It was a bit of a mystery and not very exciting, but it was good enough.",226,0
Kindle_Store_5,5,CG,Another great story in the series. The characters are well developed and the story is well told. The story is well written and the characters are well developed.I love this book.  The characters are well developed and the story is well written.  This book is a great series,48,0
Kindle_Store_5,4,CG,A refreshing read.  At first I thought the writing was good but as the story progressed I realized the author had not had a grasp of how to develop the characters.  The writing was very difficult to follow and the dialogue was quite a bit choppy.  The story was short and the story was fast paced but I found it difficult to keep reading the story.  I really enjoyed this series.This book was very good. I love the characters. I loved the way the story went about getting to know them. I would recommend this book to anyone who enjoys a great romance.I enjoyed this book and am looking forward to reading more from this author.This was a very good book. I enjoyed it and was looking forward to reading more about the family.I like how it was a good start to a series.  I look forward to reading more.This was a really good story. ,155,0
Toys_and_Games_5,5,OR,"Great and fun looking sculpt. Comes nicely off his base, but some of the yellow speed bolts are a little fragile, word of warning. Otherwise a very fun interpretation of the Flash",32,0
Toys_and_Games_5,4,OR,"I love how it comes with the handle and wheels to cart around behind my son.  The only thing that I did not like was that it comes apart very easily and my 2 year old is constantly pulling the front and back apart.  But it is durable, and he has yet to break it.
For the price it is a great deal if you have a little boy who loves his cars and trucks like mine.",77,0
Pet_Supplies_5,3,OR,"I sue these dogs beds as a liner for my dog's cots.  This is what I was looking for to place on top of the dog cots so they are not laying on the rougher mesh surface of the cot.  They fit the large cots well.  They are a too thin to use alone as a dog bed.  They fit well in a large wire kennel but they are still a little to thin for comfort for my older dogs.  I have not washed them but I tumble them in the dryer to freshen, fluff and remove dog hair.",99,0
Home_and_Kitchen_5,3,CG,"Not a lot of variety, but I thought it would be a nice addition to the kitchen.",17,0
Pet_Supplies_5,4,OR,use these on a line i ran to a sunken destroyer in my tank.. brought the thing to life.. price was fair and shipping qiuck!! good deal.,27,2
Tools_and_Home_Improvement_5,5,CG,"These work as good as a standard 3/4"" thick saw. The dimensions are just right.",15,0
Movies_and_TV_5,5,CG,"THE BEST ACTION SERIES I HAVE EVER SEEN!!!!!!!!!!!!

The story is very well",13,12
Electronics_5,5,OR,"Excellent on size, function and design.  A big plus that it is able to read 4tb portable hard drive.",19,0
Tools_and_Home_Improvement_5,1,OR,Exterior view on each handle end very poor visibly. Looks like two gears pressed together. Returning all for refund. Would work well in rental units but not for my primary residence.,31,0
Movies_and_TV_5,5,OR,"This series is amazing! Even if it only has a handful of episodes, it's so well-plotted and most of the characters are amazingly acted. Heather was underutilized, but I won't get into that for brevity and sanity's sake. I think the best part of the show is that it has a rich cast of characters that bring all different perspectives of society into play. You have the mayor and family, the farmer, the orphaned teen, the school teacher, the government agent, the cops, etc. It's not just focused on one person, and each sect of characters has its own issues. This is especially true of the first season. It also deals with the nuclear fallout issues realistically. Did you know that acid rain would be a problem after a nuclear explosion happened miles away?
 I didn't, but the writers did. They made an effort to make things as realistic as possible. Maybe not perfect, but pretty darn close. Definitely worth purchasing and watching if you enjoy well acted and well-crafted stories. It ends slightly open ended, but it brings closure, so don't worry about that aspect of it.",188,1
